"title","imdb_id","titleType","startYear","endYear","genres","averageRating","numVotes","director","platform"
"Greystoke: The Legend of Tarzan, Lord of the Apes","tt0087365","movie",1984,0,"Adventure,Drama",6.4,21637,"Hugh Hudson","Prime Video"
"The Hit","tt0087414","movie",1984,0,"Crime,Drama,Thriller",7,9996,"Stephen Frears","Prime Video"
"Hot Dog... The Movie","tt0087425","movie",1983,0,"Comedy,Romance,Sport",5.1,4129,"Peter Markle","Prime Video"
"The Hotel New Hampshire","tt0087428","movie",1984,0,"Comedy,Drama",5.9,9385,"Tony Richardson","Prime Video"
"Hundra","tt0087436","movie",1983,0,"Adventure,Fantasy",4.6,1323,"Matt Cimber","Prime Video"
"Indiana Jones and the Temple of Doom","tt0087469","movie",1984,0,"Action,Adventure",7.5,545465,"Steven Spielberg","Paramount+"
"Indiana Jones and the Temple of Doom","tt0087469","movie",1984,0,"Action,Adventure",7.5,545465,"Steven Spielberg","Prime Video"
"Invitation to Hell","tt0087480","tvMovie",1984,0,"Horror,Sci-Fi,Thriller",5.1,2251,"Wes Craven","Prime Video"
"The Karate Kid","tt0087538","movie",1984,0,"Action,Drama,Family",7.3,253366,"John G. Avildsen","Netflix"
"Nausicaä of the Valley of the Wind","tt0087544","movie",1984,0,"Adventure,Animation,Sci-Fi",8,187683,"Hayao Miyazaki","Max"
"Wheels on Meals","tt0087578","movie",1984,0,"Action,Comedy,Crime",7,15763,"Sammo Kam-Bo Hung","Prime Video"
"The Last Horror Film","tt0087592","movie",1982,0,"Comedy,Horror",5.6,2396,"David Winters","Prime Video"
"The Lift","tt0087622","movie",1983,0,"Horror,Mystery,Sci-Fi",6.1,8040,"Dick Maas","Prime Video"
"Micki + Maude","tt0087718","movie",1984,0,"Comedy,Romance",6,3410,"Blake Edwards","Prime Video"
"Missing in Action","tt0087727","movie",1984,0,"Action,Adventure,Drama",5.4,17137,"Joseph Zito","Max"
"Mortuary","tt0087746","movie",1982,0,"Horror",5.1,3105,"Howard Avedis","Prime Video"
"Moscow on the Hudson","tt0087747","movie",1984,0,"Comedy,Drama,Romance",6.5,13669,"Paul Mazursky","Prime Video"
"The Naked Face","tt0087777","movie",1984,0,"Action,Mystery,Thriller",5.5,1630,"Bryan Forbes","Prime Video"
"Night Shadows","tt0087796","movie",1984,0,"Horror,Sci-Fi,Thriller",5.1,3033,NA,"Prime Video"
"Nineteen Eighty-Four","tt0087803","movie",1984,0,"Drama,Sci-Fi",7.1,82281,"Michael Radford","Prime Video"
"Oh, God! You Devil","tt0087835","movie",1984,0,"Comedy,Fantasy",5.4,2852,"Paul Bogart","Prime Video"
"Once Upon a Time in America","tt0087843","movie",1984,0,"Crime,Drama",8.3,388219,"Sergio Leone","Paramount+"
"Over the Brooklyn Bridge","tt0087864","movie",1984,0,"Comedy,Romance",5.6,1656,"Menahem Golan","Prime Video"
"Paris, Texas","tt0087884","movie",1984,0,"Drama",8.1,127267,"Wim Wenders","Max"
"Red Dawn","tt0087985","movie",1984,0,"Action,Drama,Thriller",6.3,65077,"John Milius","Prime Video"
"Devil Fish","tt0088100","movie",1984,0,"Action,Adventure,Horror",2.8,3829,"Lamberto Bava","Prime Video"
"Sherlock Hound","tt0088109","tvSeries",1984,1985,"Action,Adventure,Animation",7.5,1694,NA,"Hulu"
"Sixteen Candles","tt0088128","movie",1984,0,"Comedy,Romance",7,129837,"John Hughes","Netflix"
"Splash","tt0088161","movie",1984,0,"Comedy,Fantasy,Romance",6.3,85185,"Ron Howard","Disney+"
"Star Trek III: The Search for Spock","tt0088170","movie",1984,0,"Action,Adventure,Sci-Fi",6.6,87698,"Leonard Nimoy","Paramount+"
"Star Trek III: The Search for Spock","tt0088170","movie",1984,0,"Action,Adventure,Sci-Fi",6.6,87698,"Leonard Nimoy","Prime Video"
"Stranger Than Paradise","tt0088184","movie",1984,0,"Comedy,Drama",7.4,41503,"Jim Jarmusch","Max"
"Supergirl","tt0088206","movie",1984,0,"Action,Adventure,Fantasy",4.4,24576,"Jeannot Szwarc","Max"
"The Terminator","tt0088247","movie",1984,0,"Action,Adventure,Sci-Fi",8.1,949573,"James Cameron","Prime Video"
"The Times of Harvey Milk","tt0088275","movie",1984,0,"Biography,Documentary,History",8.2,6744,"Rob Epstein","Max"
"Under the Volcano","tt0088322","movie",1984,0,"Drama",6.8,6441,"John Huston","Max"
"The Warrior and the Sorceress","tt0088379","movie",1984,0,"Adventure,Fantasy",4.2,2686,"John C. Broderick","Prime Video"
"227","tt0088470","tvSeries",1985,1990,"Comedy",6.7,4171,NA,"Disney+"
"227","tt0088470","tvSeries",1985,1990,"Comedy",6.7,4171,NA,"Hulu"
"Adventures in Wonderland","tt0088473","tvSeries",1992,1994,"Adventure,Comedy,Family",7.8,894,NA,"Disney+"
"Dragon Ball","tt0088509","tvSeries",1986,1989,"Action,Adventure,Animation",8.5,69978,NA,"Hulu"
"Star Wars: Droids","tt0088510","tvSeries",1985,1986,"Action,Adventure,Animation",5.9,2310,NA,"Disney+"
"Star Wars: Ewoks","tt0088515","tvSeries",1985,1995,"Adventure,Animation,Family",5.9,2353,NA,"Disney+"
"The Golden Girls","tt0088526","tvSeries",1985,1992,"Comedy,Drama",8.2,49130,NA,"Hulu"
"Adventures of the Gummi Bears","tt0088528","tvSeries",1985,1991,"Adventure,Animation,Family",7.5,12255,NA,"Disney+"
"The Last Place on Earth","tt0088551","tvMiniSeries",1985,1985,"Drama",8,475,"Ferdinand Fairfax","Prime Video"
"MacGyver","tt0088559","tvSeries",1985,1992,"Action,Adventure,Crime",7.6,43086,NA,"Paramount+"
"Moonlighting","tt0088571","tvSeries",1985,1989,"Comedy,Drama,Mystery",7.6,25236,NA,"Disney+"
"Moonlighting","tt0088571","tvSeries",1985,1989,"Comedy,Drama,Mystery",7.6,25236,NA,"Hulu"
"Moonlighting","tt0088571","tvSeries",1985,1989,"Comedy,Drama,Mystery",7.6,25236,NA,"Prime Video"
"Neighbours","tt0088580","tvSeries",1985,0,"Drama,Romance",5.6,6487,NA,"Prime Video"
"The Ray Bradbury Theater","tt0088591","tvSeries",1985,1992,"Drama,Fantasy,Horror",7.3,1798,NA,"Prime Video"
"Spenser: For Hire","tt0088612","tvSeries",1985,1988,"Crime,Drama,Mystery",7.3,3414,NA,"Prime Video"
"The 13 Ghosts of Scooby-Doo","tt0088628","tvSeries",1985,1986,"Adventure,Animation,Comedy",7.3,3436,NA,"Max"
"Thundercats","tt0088631","tvSeries",1985,1989,"Action,Adventure,Animation",7.9,19585,"Katsuhito Akiyama","Disney+"
"Thundercats","tt0088631","tvSeries",1985,1989,"Action,Adventure,Animation",7.9,19585,"Katsuhito Akiyama","Hulu"
"The Adventures of Mark Twain","tt0088678","movie",1985,0,"Action,Adventure,Animation",7.2,3571,"Will Vinton","Prime Video"
"After Hours","tt0088680","movie",1985,0,"Comedy,Crime,Drama",7.6,85733,"Martin Scorsese","Prime Video"
"American Flyers","tt0088707","movie",1985,0,"Drama,Sport",6.5,6907,"John Badham","Prime Video"
"American Ninja","tt0088708","movie",1985,0,"Action,Adventure,Romance",5.4,17331,"Sam Firstenberg","Prime Video"
"Barbarian Queen","tt0088771","movie",1985,0,"Adventure,Fantasy",4.2,3337,"Héctor Olivera","Prime Video"
"The Black Cauldron","tt0088814","movie",1985,0,"Action,Adventure,Animation",6.3,42212,NA,"Disney+"
"The Breakfast Club","tt0088847","movie",1985,0,"Comedy,Drama",7.8,449355,"John Hughes","Prime Video"
"The Professor","tt0088879","movie",1986,0,"Crime,Drama",7.1,1718,"Giuseppe Tornatore","Prime Video"
"A Chorus Line","tt0088915","movie",1985,0,"Drama,Music,Musical",6.2,12014,"Richard Attenborough","Prime Video"
"Clue","tt0088930","movie",1985,0,"Comedy,Crime,Mystery",7.3,113725,"Jonathan Lynn","Paramount+"
"The Coca-Cola Kid","tt0088931","movie",1985,0,"Comedy,Drama",5.9,3577,"Dusan Makavejev","Prime Video"
"Commando","tt0088944","movie",1985,0,"Action,Adventure,Thriller",6.7,179150,"Mark L. Lester","Prime Video"
"Creator","tt0088960","movie",1985,0,"Comedy,Romance,Sci-Fi",6.1,3582,"Ivan Passer","Prime Video"
"Creature","tt0088961","movie",1985,0,"Horror,Sci-Fi",4.4,4846,"William Malone","Prime Video"
"Crime Wave","tt0088963","movie",1985,0,"Adventure,Comedy",6.8,759,"John Paizs","Prime Video"
"Crimewave","tt0088967","movie",1985,0,"Comedy,Crime,Horror",5.5,6969,"Sam Raimi","Prime Video"
"Death Wish 3","tt0089003","movie",1985,0,"Action,Crime,Drama",5.8,18048,"Michael Winner","Prime Video"
"Death of a Salesman","tt0089006","tvMovie",1985,0,"Drama",7.2,11965,"Volker Schlöndorff","Prime Video"
"Desert Hearts","tt0089015","movie",1985,0,"Drama,Romance",7.1,7682,"Donna Deitch","Max"
"Desperately Seeking Susan","tt0089017","movie",1985,0,"Comedy,Drama",6.1,26948,"Susan Seidelman","Max"
"Dreamchild","tt0089052","movie",1985,0,"Biography,Comedy,Drama",6.6,1819,"Gavin Millar","Prime Video"
"Escape from the Bronx","tt0089104","movie",1983,0,"Action,Sci-Fi,Thriller",4.7,3165,"Enzo G. Castellari","Prime Video"
"Ewoks: The Battle for Endor","tt0089110","tvMovie",1985,0,"Adventure,Family,Fantasy",5.4,11093,NA,"Disney+"
"F/X","tt0089118","movie",1986,0,"Action,Thriller",6.7,23275,"Robert Mandel","Prime Video"
"Flesh + Blood","tt0089153","movie",1985,0,"Adventure,Drama",6.7,20807,"Paul Verhoeven","Prime Video"
"Night on the Galactic Railroad","tt0089206","movie",1985,0,"Adventure,Animation,Drama",7,2545,"Gisaburô Sugii","Prime Video"
"Girls Just Want to Have Fun","tt0089208","movie",1985,0,"Comedy,Music,Romance",6,13368,"Alan Metter","Prime Video"
"The Goonies","tt0089218","movie",1985,0,"Adventure,Comedy,Family",7.7,307182,"Richard Donner","Max"
"Heaven Help Us","tt0089264","movie",1985,0,"Comedy,Drama,Romance",6.9,5141,"Michael Dinner","Max"
"The Heavenly Kid","tt0089265","movie",1985,0,"Comedy,Fantasy,Romance",6.3,5839,"Cary Medoway","Prime Video"
"The Holcroft Covenant","tt0089283","movie",1985,0,"Action,Crime,Mystery",5.7,3930,"John Frankenheimer","Prime Video"
"Cut and Run","tt0089338","movie",1984,0,"Adventure,Horror,Thriller",5.7,2782,"Ruggero Deodato","Prime Video"
"Invasion U.S.A.","tt0089348","movie",1985,0,"Action,Thriller",5.4,11675,"Joseph Zito","Prime Video"
"Police Story","tt0089374","movie",1985,0,"Action,Comedy,Crime",7.5,43557,"Jackie Chan","Max"
"The Journey of Natty Gann","tt0089385","movie",1985,0,"Adventure,Drama,Family",7,7215,"Jeremy Kagan","Disney+"
"The Journey of Natty Gann","tt0089385","movie",1985,0,"Adventure,Drama,Family",7,7215,"Jeremy Kagan","Prime Video"
"King Solomon's Mines","tt0089421","movie",1985,0,"Action,Adventure,Comedy",5.2,15348,"J. Lee Thompson","Prime Video"
"Kiss of the Spider Woman","tt0089424","movie",1985,0,"Drama",7.3,17865,"Hector Babenco","Max"
"Krush Groove","tt0089444","movie",1985,0,"Comedy,Drama,Music",6.4,3647,"Michael Schultz","Prime Video"
"Ladyhawke","tt0089457","movie",1985,0,"Adventure,Comedy,Drama",6.9,52386,"Richard Donner","Prime Video"
"Mad Max Beyond Thunderdome","tt0089530","movie",1985,0,"Action,Adventure,Sci-Fi",6.2,156329,NA,"Max"
"Missing in Action 2: The Beginning","tt0089604","movie",1985,0,"Action,Drama,Thriller",5.3,9650,"Lance Hool","Max"
"My Life as a Dog","tt0089606","movie",1985,0,"Comedy,Drama",7.6,22957,"Lasse Hallström","Max"
"Ninja Wars","tt0089691","movie",1982,0,"Action,Adventure,Fantasy",5.8,634,"Kôsei Saitô","Prime Video"
"Colonel Redl","tt0089716","movie",1985,0,"Biography,Drama,History",7.4,3437,"István Szabó","Prime Video"
"Once Bitten","tt0089730","movie",1985,0,"Comedy,Horror",5.6,17753,"Howard Storm","Prime Video"
"One Magic Christmas","tt0089731","movie",1985,0,"Family,Fantasy",6.4,4687,"Phillip Borsos","Disney+"
"Out of Africa","tt0089755","movie",1985,0,"Biography,Drama,Romance",7.1,88180,"Sydney Pollack","Netflix"
"Prizzi's Honor","tt0089841","movie",1985,0,"Comedy,Crime,Drama",6.7,27208,"John Huston","Prime Video"
"The Protector","tt0089847","movie",1985,0,"Action,Crime,Thriller",5.7,5498,"James Glickenhaus","Prime Video"
"Witch from Nepal","tt0089861","movie",1986,0,"Action,Horror",5.3,358,"Siu-Tung Ching","Prime Video"
"Remo Williams: The Adventure Begins","tt0089901","movie",1985,0,"Action,Adventure,Comedy",6.4,14294,"Guy Hamilton","Prime Video"
"Return to Oz","tt0089908","movie",1985,0,"Adventure,Family,Fantasy",6.8,31742,"Walter Murch","Disney+"
"Santa Claus: The Movie","tt0089961","movie",1985,0,"Adventure,Family,Fantasy",6.3,16280,"Jeannot Szwarc","Prime Video"
"Savage Dawn","tt0089963","movie",1985,0,"Action,Drama",5.1,922,"Simon Nuchtern","Prime Video"
"She","tt0090009","movie",1984,0,"Action,Adventure,Fantasy",4.8,2107,"Avi Nesher","Prime Video"
"Silverado","tt0090022","movie",1985,0,"Action,Crime,Drama",7.2,51152,"Lawrence Kasdan","Netflix"
"Stone Pillow","tt0090080","tvMovie",1985,0,"Drama",7.4,654,"George Schaefer","Prime Video"
"Stripper","tt0090092","movie",1985,0,"Documentary",5.7,486,"Jerome Gary","Hulu"
"Subway","tt0090095","movie",1985,0,"Thriller",6.5,16783,"Luc Besson","Prime Video"
"Sweet Dreams","tt0090110","movie",1985,0,"Biography,Drama,Music",7,5567,"Karel Reisz","Max"
"Target","tt0090130","movie",1985,0,"Action,Adventure,Crime",5.9,5170,"Arthur Penn","Prime Video"
"Teen Wolf","tt0090142","movie",1985,0,"Comedy,Fantasy,Romance",6.1,61660,"Rod Daniel","Max"
"Teen Wolf","tt0090142","movie",1985,0,"Comedy,Fantasy,Romance",6.1,61660,"Rod Daniel","Prime Video"
"Tomboy","tt0090184","movie",1985,0,"Comedy",4.7,1813,"Herb Freed","Prime Video"
"The Toxic Avenger","tt0090190","movie",1984,0,"Action,Comedy,Horror",6.2,33443,NA,"Prime Video"
"Trancers","tt0090192","movie",1984,0,"Action,Sci-Fi",6,8088,"Charles Band","Prime Video"
"Transylvania 6-5000","tt0090196","movie",1985,0,"Comedy,Fantasy,Horror",5,8773,"Rudy De Luca","Prime Video"
"The Trip to Bountiful","tt0090203","movie",1985,0,"Drama",7.4,5522,"Peter Masterson","Prime Video"
"Trouble in Mind","tt0090209","movie",1985,0,"Comedy,Crime,Drama",6.4,2557,"Alan Rudolph","Prime Video"
"Tuff Turf","tt0090213","movie",1985,0,"Action,Comedy,Drama",6,6190,"Fritz Kiersch","Prime Video"
"A View to a Kill","tt0090264","movie",1985,0,"Action,Adventure,Thriller",6.3,107283,"John Glen","Prime Video"
"Vision Quest","tt0090270","movie",1985,0,"Drama,Romance,Sport",6.7,10633,"Harold Becker","Prime Video"
"Volunteers","tt0090274","movie",1985,0,"Adventure,Comedy",5.5,10790,"Nicholas Meyer","Max"
"What Comes Around","tt0090311","movie",1985,0,"Action,Comedy,Drama",5,163,"Jerry Reed","Prime Video"
"When the Wind Blows","tt0090315","movie",1986,0,"Animation,Drama,War",7.7,13233,"Jimmy T. Murakami","Prime Video"
"Witchboard","tt0090327","movie",1986,0,"Horror,Mystery,Thriller",5.7,8648,"Kevin Tenney","Prime Video"
"Witness","tt0090329","movie",1985,0,"Drama,Romance,Thriller",7.4,107506,"Peter Weir","Prime Video"
"Wizards of the Lost Kingdom","tt0090333","movie",1985,0,"Action,Adventure,Family",2.9,2140,NA,"Prime Video"
"Sugarbaby","tt0090377","movie",1985,0,"Comedy,Drama,Romance",6.6,997,"Percy Adlon","Prime Video"
"ALF","tt0090390","tvSeries",1986,1990,"Comedy,Family,Sci-Fi",7.4,40484,NA,"Prime Video"
"Crime Story","tt0090410","tvSeries",1986,1988,"Crime,Drama,Mystery",8.3,3525,NA,"Prime Video"
"Designing Women","tt0090418","tvSeries",1986,1993,"Comedy",7.3,7357,NA,"Disney+"
"Designing Women","tt0090418","tvSeries",1986,1993,"Comedy",7.3,7357,NA,"Hulu"
"Designing Women","tt0090418","tvSeries",1986,1993,"Comedy",7.3,7357,NA,"Prime Video"
"L.A. Law","tt0090466","tvSeries",1986,1994,"Drama",7.1,6779,NA,"Disney+"
"L.A. Law","tt0090466","tvSeries",1986,1994,"Drama",7.1,6779,NA,"Hulu"
"A Little Princess","tt0090474","tvMiniSeries",1986,1987,"Drama,Family",8.4,792,"Carol Wiseman","Prime Video"
"Pee-wee's Playhouse","tt0090500","tvSeries",1986,1991,"Comedy,Family,Musical",8.1,5512,NA,"Prime Video"
"Stingray","tt0090528","tvSeries",1986,1987,"Action,Crime,Drama",7.4,983,NA,"Prime Video"
"Crocodile Dundee","tt0090555","movie",1986,0,"Adventure,Comedy",6.6,118486,"Peter Faiman","Paramount+"
"52 Pick-Up","tt0090567","movie",1986,0,"Crime,Drama,Thriller",6.4,7315,"John Frankenheimer","Prime Video"
"8 Million Ways to Die","tt0090568","movie",1986,0,"Action,Crime,Drama",5.7,6226,"Hal Ashby","Prime Video"
"Aladdin","tt0090601","movie",1986,0,"Adventure,Comedy,Fantasy",5.4,3688,"Bruno Corbucci","Prime Video"
"Aliens","tt0090605","movie",1986,0,"Action,Adventure,Sci-Fi",8.4,796124,"James Cameron","Hulu"
"Avenging Force","tt0090678","movie",1986,0,"Action,Drama,Thriller",5.8,3493,"Sam Firstenberg","Prime Video"
"Babes in Toyland","tt0090683","tvMovie",1986,0,"Adventure,Family,Fantasy",5.2,4174,"Clive Donner","Prime Video"
"Back to School","tt0090685","movie",1986,0,"Comedy,Romance,Sport",6.7,37265,"Alan Metter","Prime Video"
"The Best of Times","tt0090713","movie",1986,0,"Comedy,Drama,Sport",6,8450,"Roger Spottiswoode","Prime Video"
"Black Moon Rising","tt0090735","movie",1986,0,"Action,Crime,Thriller",5.5,6899,"Harley Cokeliss","Prime Video"
"Blue Velvet","tt0090756","movie",1986,0,"Crime,Drama,Mystery",7.7,221851,"David Lynch","Max"
"The Boy Who Could Fly","tt0090768","movie",1986,0,"Drama,Fantasy,Romance",6.6,6749,"Nick Castle","Prime Video"
"The Brotherhood of Justice","tt0090775","tvMovie",1986,0,"Action,Crime,Drama",5.5,2454,"Charles Braverman","Prime Video"
"Body Count","tt0090788","movie",1986,0,"Horror,Mystery",4.8,2744,"Ruggero Deodato","Prime Video"
"The Canterville Ghost","tt0090792","tvMovie",1986,0,"Comedy,Family,Fantasy",6.5,978,"Paul Bogart","Prime Video"
"Clockwise","tt0090852","movie",1986,0,"Comedy",6.6,14029,"Christopher Morahan","Prime Video"
"Club Paradise","tt0090856","movie",1986,0,"Comedy",5.1,7065,"Harold Ramis","Prime Video"
"Combat Shock","tt0090866","movie",1984,0,"Drama,Thriller,War",6.2,3434,"Buddy Giovinazzo","Prime Video"
"Crimes of the Heart","tt0090886","movie",1986,0,"Comedy,Drama",6.3,4555,"Bruce Beresford","Prime Video"
"Critters","tt0090887","movie",1986,0,"Comedy,Horror,Sci-Fi",6.1,40603,"Stephen Herek","Prime Video"
"Dangerously Close","tt0090904","movie",1986,0,"Action,Crime,Thriller",5.5,1606,"Albert Pyun","Prime Video"
"Down by Law","tt0090967","movie",1986,0,"Comedy,Crime,Drama",7.6,56421,"Jim Jarmusch","Max"
"Eye of the Tiger","tt0091027","movie",1986,0,"Action,Drama",5.6,2682,"Richard C. Sarafian","Prime Video"
"Ferris Bueller's Day Off","tt0091042","movie",1986,0,"Comedy",7.8,397244,"John Hughes","Paramount+"
"Flight of the Navigator","tt0091059","movie",1986,0,"Adventure,Comedy,Family",6.9,52823,"Randal Kleiser","Disney+"
"The Fly","tt0091064","movie",1986,0,"Drama,Horror,Sci-Fi",7.6,210654,"David Cronenberg","Hulu"
"The Golden Child","tt0091129","movie",1986,0,"Action,Adventure,Comedy",6,60980,"Michael Ritchie","Prime Video"
"The Great Mouse Detective","tt0091149","movie",1986,0,"Adventure,Animation,Family",7.1,55883,NA,"Disney+"
"Head Office","tt0091183","movie",1985,0,"Comedy",5.4,1830,"Ken Finkleman","Max"
"Highlander","tt0091203","movie",1986,0,"Action,Adventure,Fantasy",7,151022,"Russell Mulcahy","Prime Video"
"The Hitcher","tt0091209","movie",1986,0,"Mystery,Thriller",7.2,54903,"Robert Harmon","Max"
"House","tt0091223","movie",1985,0,"Comedy,Fantasy,Horror",6.1,30994,"Steve Miner","Prime Video"
"Born American","tt0091313","movie",1986,0,"Action,Drama,Thriller",4.2,2249,"Renny Harlin","Prime Video"
"The Karate Kid Part II","tt0091326","movie",1986,0,"Action,Family,Sport",6.1,102070,"John G. Avildsen","Netflix"
"Karma","tt0091328","movie",1986,0,"Action,Adventure,Drama",7.2,2486,"Subhash Ghai","Prime Video"
"Killer Workout","tt0091339","movie",1987,0,"Horror",4.6,3011,"David A. Prior","Prime Video"
"Labyrinth","tt0091369","movie",1986,0,"Adventure,Family,Fantasy",7.3,154676,"Jim Henson","Hulu"
"Labyrinth","tt0091369","movie",1986,0,"Adventure,Family,Fantasy",7.3,154676,"Jim Henson","Prime Video"
"The Snow Queen","tt0091449","movie",1986,0,"Family,Fantasy",6.4,516,"Päivi Hartzell","Prime Video"
"Luxo Jr.","tt0091455","short",1986,0,"Animation,Comedy,Family",7.3,15837,"John Lasseter","Disney+"
"Manhunter","tt0091474","movie",1986,0,"Crime,Mystery,Thriller",7.2,85126,"Michael Mann","Prime Video"
"Maximum Overdrive","tt0091499","movie",1986,0,"Action,Comedy,Horror",5.4,37383,"Stephen King","Prime Video"
"Mesmerized","tt0091513","movie",1985,0,"Drama",4.7,1051,"Michael Laughlin","Prime Video"
"Mona Lisa","tt0091538","movie",1986,0,"Crime,Drama,Romance",7.3,19205,"Neil Jordan","Max"
"Monster in the Closet","tt0091544","movie",1986,0,"Comedy,Horror,Sci-Fi",4.9,3079,"Bob Dahlin","Prime Video"
"Murphy's Law","tt0091575","movie",1986,0,"Action,Crime,Drama",5.9,6811,"J. Lee Thompson","Prime Video"
"Nagina","tt0091601","movie",1986,0,"Fantasy,Romance",6.4,1231,"Harmesh Malhotra","Prime Video"
"The Name of the Rose","tt0091605","movie",1986,0,"Drama,Mystery,Thriller",7.7,120511,"Jean-Jacques Annaud","Prime Video"
"Nomads","tt0091647","movie",1986,0,"Drama,Horror,Mystery",5.2,5559,"John McTiernan","Prime Video"
"Nutcracker: The Motion Picture","tt0091658","movie",1986,0,"Family,Fantasy,Music",6.9,1464,"Carroll Ballard","Prime Video"
"From a Whisper to a Scream","tt0091671","movie",1987,0,"Action,Drama,Horror",5.7,3132,"Jeff Burr","Prime Video"
"One Crazy Summer","tt0091680","movie",1986,0,"Comedy,Romance",6.4,17254,"Savage Steve Holland","Prime Video"
"Poltergeist II: The Other Side","tt0091778","movie",1986,0,"Horror",5.7,31185,"Brian Gibson","Prime Video"
"Pretty in Pink","tt0091790","movie",1986,0,"Comedy,Drama,Romance",6.7,91189,"Howard Deutch","Paramount+"
