Movie Title,Release Date,Wikipedia URL,Genre (1),Genre (2),Director (1),Director (2),Cast (1),Cast (2),Cast (3),Cast (4),Cast (5),Budget,Z-Score (Budget),Box Office Revenue,Z-Score (Revenue)
The Intern,2015-09-15,https://en.wikipedia.org/wiki/The_Intern_(2015_film),Comedy,,Nancy Meyers,,Robert De Niro,Anne Hathaway,Rene Russo,Adam DeVine,Anders Holm,44000000.00,-0.10,194600000.00,0.23
The Internship,2013-06-07,https://en.wikipedia.org/wiki/The_Internship,Comedy,,Shawn Levy,,Vince Vaughn,Owen Wilson,Dylan O'Brien,Rose Byrne,Jessica Szohr,58000000.00,0.19,93000000.00,-0.32
The Interview,2014-12-11,https://en.wikipedia.org/wiki/The_Interview_(2014_film),Action,Comedy,Seth Rogen,Evan Goldberg,Seth Rogen,James Franco,Lizzy Caplan,,,44000000.00,-0.10,11300000.00,-0.77
The Judge,2014-09-04,https://en.wikipedia.org/wiki/The_Judge_(2014_film),Comedy,Drama,David Dobkin,,Robert Downey,Jr.,Robert Duvall,Vera Farmiga,Billy Bob Thornton,50000000.00,0.02,84400000.00,-0.37
The Lady in the Van,2015-12-04,https://en.wikipedia.org/wiki/The_Lady_in_the_Van,Comedy,Drama,Nicholas Hytner,,Maggie Smith,Alex Jennings,Jim Broadbent,Frances de la Tour,Roger Allam,6000000.00,-0.87,41400000.00,-0.60
The Last Exorcism Part II,2013-03-01,https://en.wikipedia.org/wiki/The_Last_Exorcism_Part_II,Horror,Thriller,Ed Gass-Donnelly,,Ashley Bell,Spencer Treat Clark,Muse Watson,Louis Herthum,Judd Lormand,5000000.00,-0.89,15100000.00,-0.75
The Last Stand,2013-01-18,https://en.wikipedia.org/wiki/The_Last_Stand_(2013_film),Action,,Kim Ji-woon,,Arnold Schwarzenegger,Forest Whitaker,Peter Stormare,Jaimie Alexander,Rodrigo Santoro,45000000.00,-0.08,48300000.00,-0.57
The Last Witch Hunter,2015-10-23,https://en.wikipedia.org/wiki/The_Last_Witch_Hunter,Action,Fantasy,Breck Eisner,,Vin Diesel,Michael Caine,Rose Leslie,Elijah Wood,,90000000.00,0.84,140400000.00,-0.06
The Lazarus Effect,2015-02-27,https://en.wikipedia.org/wiki/The_Lazarus_Effect_(2015_film),Horror,,David Gelb,,Olivia Wilde,Mark Duplass,Donald Glover,,,3300000.00,-0.93,38400000.00,-0.62
The Legend of Hercules,2014-01-10,https://en.wikipedia.org/wiki/The_Legend_of_Hercules,Action,Adventure,Renny Harlin,,Kellan Lutz,Gaia Weiss,Scott Adkins,Roxanne McKee,Liam Garrigan,70000000.00,0.43,61300000.00,-0.49
The Legend of Tarzan,2016-07-01,https://en.wikipedia.org/wiki/The_Legend_of_Tarzan_(film),Action,Adventure,David Yates,,Alexander Skarsgard,Margot Robbie,Christoph Waltz,Samuel L. Jackson,Djimon Hounsou,180000000.00,2.67,352700000.00,1.10
The Lego Movie,2014-02-01,https://en.wikipedia.org/wiki/The_Lego_Movie,Family,,Phil Lord,Chris Miller,Chris Pratt,Will Ferrell,Elizabeth Banks,Will Arnett,Nick Offerman,60000000.00,0.23,469200000.00,1.73
The Letters,2015-12-04,https://en.wikipedia.org/wiki/The_Letters_(film),Drama,,William Riead,,Juliet Stevenson,Max von Sydow,Rutger Hauer,Priya Darshini,,1000000.00,-0.97,1600000.00,-0.82
The Lucky One,2012-04-20,https://en.wikipedia.org/wiki/The_Lucky_One_(film),Drama,Romance,Scott Hicks,,Zac Efron,Taylor Schilling,Jay R. Ferguson,Riley Thomas Stewart,Adam Lefevre,25000000.00,-0.49,99400000.00,-0.29
The Man from U.N.C.L.E.,2015-08-07,https://en.wikipedia.org/wiki/The_Man_from_U.N.C.L.E._(film),Action,Comedy,Guy Ritchie,,Henry Cavill,Armie Hammer,Elizabeth Debicki,Alicia Vikander,Hugh Grant,75000000.00,0.53,109800000.00,-0.23
The Man with the Iron Fists,2012-11-02,https://en.wikipedia.org/wiki/The_Man_with_the_Iron_Fists,Action,Fantasy,RZA,,Russell Crowe,Lucy Liu,David Bautista,RZA,Byron Mann,20000000.00,-0.59,20300000.00,-0.72
The Martian,2015-09-11,https://en.wikipedia.org/wiki/The_Martian_(film),Sci-Fi,,Ridley Scott,,Matt Damon,Jeff Daniels,Kristen Wiig,Sean Bean,Jessica Chastain,108000000.00,1.20,630200000.00,2.61
The Master,2012-09-14,https://en.wikipedia.org/wiki/The_Master_(2012_film),Drama,,Paul Thomas Anderson,,Philip Seymour Hoffman,Joaquin Phoenix,Jesse Plemons,David Warshofsky,Amy Adams,32000000.00,-0.34,28300000.00,-0.67
The Maze Runner,2014-09-19,https://en.wikipedia.org/wiki/The_Maze_Runner_(film),Sci-Fi,Mystery,Wes Ball,,Dylan O'Brien,Will Poulter,Thomas Sangster,Aml Ameen,Kaya Scodelario,34000000.00,-0.30,348300000.00,1.07
The Mermaid,2016-02-08,https://en.wikipedia.org/wiki/The_Mermaid_(2016_film),Sci-Fi,Fantasy,Stephen Chow,,Deng Chao,Lin Yun,Show Luo,Zhang Yuqi,Kris Wu,60720000.00,0.24,553800000.00,2.19
The Monuments Men,2014-02-07,https://en.wikipedia.org/wiki/The_Monuments_Men,Drama,,George Clooney,,George Clooney,Matt Damon,Bill Murray,John Goodman,Jean Dujardin,70000000.00,0.43,155000000.00,0.02
The Mortal Instruments: City of Bones,2013-08-21,https://en.wikipedia.org/wiki/The_Mortal_Instruments:_City_of_Bones,Action,Fantasy,Harald Zwart,,Lily Collins,Jamie Campbell Bower,Robert Sheehan,Jemima West,Kevin Durand,60000000.00,0.23,90600000.00,-0.33
The Night Before,2015-11-20,https://en.wikipedia.org/wiki/The_Night_Before_(2015_film),Comedy,,Jonathan Levine,,Joseph Gordon-Levitt,Seth Rogen,Anthony Mackie,,,25000000.00,-0.49,52400000.00,-0.54
The November Man,2014-08-27,https://en.wikipedia.org/wiki/The_November_Man,Thriller,,Roger Donaldson,,Pierce Brosnan,Olga Kurylenko,Luke Bracey,Bill Smitrovich,Will Patton,15000000.00,-0.69,34800000.00,-0.64
The Nut Job,2014-01-11,https://en.wikipedia.org/wiki/The_Nut_Job,Family,,Peter Lepeniotis,,Will Arnett,Katherine Heigl,Liam Neeson,Brendan Fraser,Gabriel Iglesias,42800000.00,-0.12,120900000.00,-0.17
The Oogieloves in the Big Balloon Adventure,2012-08-29,https://en.wikipedia.org/wiki/The_Oogieloves_in_the_Big_Balloon_Adventure,Family,,Matthew Diamond,,Toni Braxton,Cloris Leachman,Christopher Lloyd,Chazz Palminteri,Cary Elwes,20000000.00,-0.59,1100000.00,-0.82
The Other Woman,2014-03-31,https://en.wikipedia.org/wiki/The_Other_Woman_(2014_film),Comedy,,Nick Cassavetes,,Cameron Diaz,Leslie Mann,Kate Upton,Nikolaj Coster-Waldau,Taylor Kinney,40000000.00,-0.18,196700000.00,0.24
The Peanuts Movie,2015-11-01,https://en.wikipedia.org/wiki/The_Peanuts_Movie,Animation,Comedy,Steve Martino,,Bill Melendez,Noah Schnapp,Hadley Belle Miller,AJ Teece,Noah Johnston,99000000.00,1.02,246200000.00,0.51
The Perfect Guy,2015-09-02,https://en.wikipedia.org/wiki/The_Perfect_Guy_(2015_film),Thriller,,David M. Rosenthal,,Sanaa Lathan,Michael Ealy,Morris Chestnut,,,18000000.00,-0.63,60300000.00,-0.50
The Perfect Match,2016-03-11,https://en.wikipedia.org/wiki/The_Perfect_Match_(2016_film),Romance,,Bille Woodruff,,Terrence J,Cassie Ventura,Donald Faison,Dascha Polanco,Robert Christopher Riley,5000000.00,-0.89,10400000.00,-0.77
The Perks of Being a Wallflower,2012-09-21,https://en.wikipedia.org/wiki/The_Perks_of_Being_a_Wallflower_(film),Drama,,Stephen Chbosky,,Emma Watson,Logan Lerman,Mae Whitman,Nina Dobrev,Johnny Simmons,13000000.00,-0.73,33400000.00,-0.65
The Pirates! Band of Misfits,2012-04-27,https://en.wikipedia.org/wiki/The_Pirates!_In_an_Adventure_with_Scientists_(film),Comedy,Action,Peter Lord,Jeff Newitt,Hugh Grant,Salma Hayek,Jeremy Piven,Imelda Staunton,David Tennant,55000000.00,0.12,123000000.00,-0.16
The Place Beyond the Pines,2013-03-29,https://en.wikipedia.org/wiki/The_Place_Beyond_the_Pines,Crime,Drama,Derek Cianfrance,,Ryan Gosling,Bradley Cooper,Rose Byrne,Eva Mendes,Ray Liotta,15000000.00,-0.69,47000000.00,-0.57
The Possession,2012-08-31,https://en.wikipedia.org/wiki/The_Possession_(2012_film),Horror,Thriller,Ole Bornedal,,Jeffrey Dean Morgan,Kyra Sedgwick,,,,14000000.00,-0.71,78500000.00,-0.40
The Purge,2013-05-31,https://en.wikipedia.org/wiki/The_Purge,Sci-Fi,Thriller,James DeMonaco,,Ethan Hawke,Lena Headey,Max Burkholder,Tony Oller,Edwin Hodge,3000000.00,-0.93,89300000.00,-0.34
The Purge: Election Year,2016-07-01,https://en.wikipedia.org/wiki/The_Purge:_Election_Year,Horror,Thriller,James DeMonaco,,Frank Grillo,Betty Gabriel,Edwin Hodge,Kyle Secor,Joseph Julian Soria,10000000.00,-0.79,105600000.00,-0.25
The Raid 2,2014-01-21,https://en.wikipedia.org/wiki/The_Raid_2,Action,,Gareth Evans,,Iko Uwais,Tio Pakusadewo,Arifin Putra,Julie Estelle,Alex Abbad,4500000.00,-0.90,6600000.00,-0.79
The Raid: Redemption ₪,2012-03-23,https://en.wikipedia.org/wiki/The_Raid:_Redemption,Action,,Gareth Evans,,Iko Uwais,Doni Alamsyah,Joe Taslim,Yayan Ruhian,Ray Sahetapy,1100000.00,-0.97,9140000.00,-0.78
The Raven,2012-04-27,https://en.wikipedia.org/wiki/The_Raven_(2012_film),Thriller,,James McTeigue,,John Cusack,Alice Eve,Luke Evans,Brendan Gleeson,Oliver Jackson-Cohen,26000000.00,-0.46,29700000.00,-0.67
The Revenant,2015-12-25,https://en.wikipedia.org/wiki/The_Revenant_(2015_film),Thriller,,Alejandro G. Iñárritu,,Leonardo DiCaprio,Tom Hardy,Domhnall Gleeson,Will Poulter,,135000000.00,1.75,533000000.00,2.08
The Second Best Exotic Marigold Hotel,2015-02-26,https://en.wikipedia.org/wiki/The_Second_Best_Exotic_Marigold_Hotel,Comedy,Drama,John Madden,,Judi Dench,Bill Nighy,Maggie Smith,Richard Gere,Celia Imrie,10000000.00,-0.79,86000000.00,-0.36
The Second Mother,2015-01-25,https://en.wikipedia.org/wiki/The_Second_Mother_(2015_film),Drama,,Anna Muylaert,,Regina Casé,Michel Joelsas,Camila Márdila,,,4000000.00,-0.91,6200000.00,-0.80
The Secret Life of Pets,2016-07-08,https://en.wikipedia.org/wiki/The_Secret_Life_of_Pets,Adventure,Comedy,Chris Renaud,Yarrow Cheney,Louis C.K.,Eric Stonestreet,Kevin Hart,Albert Brooks,Hannibal Buress,75000000.00,0.53,724900000.00,3.13
The Secret World of Arrietty,2012-02-17,https://en.wikipedia.org/wiki/Arrietty,Adventure,,Gary Rydstrom,,Will Arnett,Amy Poehler,Carol Burnett,Bridgit Mendler,David Henrie,23000000.00,-0.53,145600000.00,-0.03
The Shallows,2016-06-21,https://en.wikipedia.org/wiki/The_Shallows_(film),Horror,,Jaume Collet-Serra,,Blake Lively,Óscar Jaenada,,,,17000000.00,-0.65,93200000.00,-0.32
The Signal,2014-01-20,https://en.wikipedia.org/wiki/The_Signal_(2014_film),Sci-Fi,,William Eubank,,Brenton Thwaites,Olivia Cooke,Sarah Clarke,Laurence Fishburne,,4000000.00,-0.91,2420000.00,-0.82
The Single Moms Club,2014-03-14,https://en.wikipedia.org/wiki/The_Single_Moms_Club,Comedy,,Tyler Perry,,Tyler Perry,Nia Long,Wendi McLendon-Covey,Zulay Henao,Cocoa Brown,8000000.00,-0.83,16300000.00,-0.74
The Smurfs 2,2013-07-31,https://en.wikipedia.org/wiki/The_Smurfs_2,Adventure,Family,Raja Gosnell,,Neil Patrick Harris,Jayma Mays,Hank Azaria,Tim Gunn,Brendan Gleeson,105000000.00,1.14,347500000.00,1.07
The Spectacular Now,2013-08-02,https://en.wikipedia.org/wiki/The_Spectacular_Now,Drama,,James Ponsoldt,,Miles Teller,Shailene Woodley,Kaitlyn Dever,Brie Larson,Dayo Okeniyi,2500000.00,-0.94,6900000.00,-0.79
The SpongeBob Movie: Sponge Out of Water,2015-02-06,https://en.wikipedia.org/wiki/The_SpongeBob_Movie:_Sponge_Out_of_Water,Adventure,Comedy,Paul Tibbitt,Jonathan Aibel,Paul Tibbitt (director),Jonathan Aibel,Glenn Berger(screenplay),Antonio Banderas,Tom Kenny,74000000.00,0.51,323400000.00,0.94
The Sweet Escape,2015-06-10,https://en.wikipedia.org/wiki/The_Sweet_Escape_(film),Comedy,,Bruno Podalydès,,Bruno Podalydès,Sandrine Kiberlain,Agnès Jaoui,Vimala Pons,,3800000.00,-0.92,3300000.00,-0.81
The Theory of Everything,2014-09-07,https://en.wikipedia.org/wiki/The_Theory_of_Everything_(2014_film),Biography,Drama,James Marsh,,Eddie Redmayne,Felicity Jones,,,,15000000.00,-0.69,123700000.00,-0.15
The Three Stooges,2012-04-13,https://en.wikipedia.org/wiki/The_Three_Stooges_(film),Comedy,,Bobby Farrelly,Peter Farrelly,Chris Diamantopoulos,Sean Hayes,Will Sasso,Jane Lynch,Larry David,30000000.00,-0.38,54800000.00,-0.53
The Transporter Refueled,2015-09-04,https://en.wikipedia.org/wiki/The_Transporter_Refueled,Action,Thriller,Camille Delamarre,,Ed Skrein,Ray Stevenson,Loan Chabanol,Gabriella Wright,,25000000.00,-0.49,72600000.00,-0.43
The Twilight Saga: Breaking Dawn – Part 2,2012-11-16,https://en.wikipedia.org/wiki/The_Twilight_Saga:_Breaking_Dawn_%25E2%2580%2593_Part_2,Fantasy,Drama,Bill Condon,,Kristen Stewart,Robert Pattinson,Michael Sheen,Mackenzie Foy,Billy Burke,120000000.00,1.45,829700000.00,3.70
The Vatican Tapes,2015-07-25,https://en.wikipedia.org/wiki/The_Vatican_Tapes,Horror,,Mark Neveldine,,Kathleen Robertson,Michael Peña,Djimon Hounsou,Dougray Scott,John Patrick Amedori,13000000.00,-0.73,13500000.00,-0.76
The Visit,2015-09-08,https://en.wikipedia.org/wiki/The_Visit_(2015_American_film),Horror,Thriller,M. Night Shyamalan,,Kathryn Hahn,Ed Oxenbould,Deanna Dunagan,Peter McRobbie,Olivia DeJonge,5000000.00,-0.89,98500000.00,-0.29
The Walk,2015-09-30,https://en.wikipedia.org/wiki/The_Walk_(2015_film),Biography,,Robert Zemeckis,,Joseph Gordon-Levitt,Ben Kingsley,James Badge Dale,Charlotte Le Bon,,45000000.00,-0.08,61200000.00,-0.50
The Watch,2012-07-27,https://en.wikipedia.org/wiki/The_Watch_(2012_film),Comedy,,Akiva Schaffer,,Ben Stiller,Vince Vaughn,Rosemarie DeWitt,Jonah Hill,Richard Ayoade,68000000.00,0.39,68300000.00,-0.46
The Water Diviner,2014-12-26,https://en.wikipedia.org/wiki/The_Water_Diviner,Drama,,Russell Crowe,,Cem Yılmaz,Miyavi,Yılmaz Erdoğan,,,22500000.00,-0.54,30800000.00,-0.66
"The Way, Way Back",2013-07-05,"https://en.wikipedia.org/wiki/The_Way,_Way_Back",Comedy,Drama,Nat Faxon,Jim Rash,Steve Carell,Toni Collette,Allison Janney,AnnaSophia Robb,Sam Rockwell,5000000.00,-0.89,5000000.00,-0.80
The Wedding Ringer,2015-01-16,https://en.wikipedia.org/wiki/The_Wedding_Ringer,Romance,Comedy,Jeremy Garelick,,Kevin Hart,Josh Gad,Kaley Cuoco,Olivia Thirlby,Alan Ritchson,23000000.00,-0.53,79800000.00,-0.39
The Witch,2016-01-27,https://en.wikipedia.org/wiki/The_Witch_(2015_film),Horror,,Robert Eggers,,Anya Taylor-Joy,Ralph Ineson,Kate Dickie,,,3000000.00,-0.93,40400000.00,-0.61
The Wolverine,2013-07-24,https://en.wikipedia.org/wiki/The_Wolverine_(film),Action,Adventure,James Mangold,,Hugh Jackman,Famke Janssen,Hiroyuki Sanada,Hal Yamanouchi,Tao Okamoto,120000000.00,1.45,414800000.00,1.43
The Woman in Black,2012-02-03,https://en.wikipedia.org/wiki/The_Woman_in_Black_(2012_film),Horror,Thriller,James Watkins,,Daniel Radcliffe,Ciarán Hinds,Janet McTeer,Liz White,Alisa Khazanova,15000000.00,-0.69,128500000.00,-0.13
The Woman in Black: Angel of Death,2014-12-30,https://en.wikipedia.org/wiki/The_Woman_in_Black:_Angel_of_Death,Horror,,Tom Harper,,Phoebe Fox,Jeremy Irvine,Helen McCrory,Adrian Rawlins,Oaklee Pendergast,15000000.00,-0.69,48900000.00,-0.56
The World's End,2013-07-19,https://en.wikipedia.org/wiki/The_World%2527s_End_(film),Comedy,Sci-Fi,Edgar Wright,,Simon Pegg,Nick Frost,Paddy Considine,Martin Freeman,Eddie Marsan,20000000.00,-0.59,46100000.00,-0.58
The Young Messiah,2016-03-11,https://en.wikipedia.org/wiki/The_Young_Messiah_(film),Drama,,Cyrus Nowrasteh,,Adam Greaves-Neal,Sean Bean,,,,18500000.00,-0.62,7200000.00,-0.79
Think Like a Man,2012-04-20,https://en.wikipedia.org/wiki/Think_Like_a_Man,Comedy,Romance,Tim Story,,Kevin Hart,Michael Ealy,Taraji P. Henson,Jerry Ferrara,Meagan Good,12000000.00,-0.75,96100000.00,-0.30
This Is the End,2013-06-12,https://en.wikipedia.org/wiki/This_Is_the_End,Comedy,Sci-Fi,Evan Goldberg,Seth Rogen,Seth Rogen,Jay Baruchel,James Franco,Craig Robinson,Danny McBride,32000000.00,-0.34,126000000.00,-0.14
This Is Where I Leave You,2014-09-19,https://en.wikipedia.org/wiki/This_Is_Where_I_Leave_You,Comedy,,Shawn Levy,,Jason Bateman,Tina Fey,Jane Fonda,Timothy Olyphant,Corey Stoll,19800000.00,-0.59,41300000.00,-0.60
This Means War,2012-02-17,https://en.wikipedia.org/wiki/This_Means_War_(film),Action,Romance,McG,,Tom Hardy,Chris Pine,Reese Witherspoon,Chelsea Handler,Til Schweiger,65000000.00,0.33,156500000.00,0.02
Top Five,2014-09-06,https://en.wikipedia.org/wiki/Top_Five,Comedy,,Chris Rock,,Chris Rock,Rosario Dawson,Genevieve Angelson,Rachel Feinstein,Dan Naturman,12000000.00,-0.75,26100000.00,-0.69
Top Gun 3D,2013-02-08,https://en.wikipedia.org/wiki/Top_Gun,Action,,Tony Scott,,Tom Cruise,Kelly McGillis,Val Kilmer,James Tolkan,Tom Skerritt,15000000.00,-0.69,356800000.00,1.12
Total Recall,2012-08-03,https://en.wikipedia.org/wiki/Total_Recall_(2012_film),Action,Sci-Fi,Len Wiseman,,Colin Farrell,Jessica Biel,Bryan Cranston,Kate Beckinsale,Bill Nighy,125000000.00,1.55,198500000.00,0.25
Trance,2013-03-27,https://en.wikipedia.org/wiki/Trance_(2013_film),Crime,,Danny Boyle,,James McAvoy,Vincent Cassel,Rosario Dawson,Tuppence Middleton,Lee Nicholas Harris,20000000.00,-0.59,24300000.00,-0.70
Transcendence,2014-04-10,https://en.wikipedia.org/wiki/Transcendence_(2014_film),Sci-Fi,Thriller,Wally Pfister,,Johnny Depp,Paul Bettany,Rebecca Hall,Kate Mara,Morgan Freeman,100000000.00,1.04,103000000.00,-0.27
Triple 9,2016-02-16,https://en.wikipedia.org/wiki/Triple_9,Crime,Drama,John Hillcoat,,Kate Winslet,Woody Harrelson,Gal Gadot,Anthony Mackie,Teresa Palmer,20000000.00,-0.59,23400000.00,-0.70
Trouble with the Curve,2012-09-21,https://en.wikipedia.org/wiki/Trouble_with_the_Curve,Drama,Sports,Robert Lorenz,,Clint Eastwood,Amy Adams,Matthew Lillard,Justin Timberlake,John Goodman,60000000.00,0.23,49000000.00,-0.56
Trumbo,2015-09-12,https://en.wikipedia.org/wiki/Trumbo_(2015_film),Drama,,Jay Roach,,Bryan Cranston,Diane Lane,Helen Mirren,John Goodman,Elle Fanning,15000000.00,-0.69,8200000.00,-0.78
Truth,2015-09-12,https://en.wikipedia.org/wiki/Truth_(2015_film),Drama,,James Vanderbilt,,Robert Redford,Cate Blanchett,Dennis Quaid,Topher Grace,Elisabeth Moss,9600000.00,-0.80,5400000.00,-0.80
Turbo,2013-07-17,https://en.wikipedia.org/wiki/Turbo_(film),Comedy,Family,David Soren,,Ryan Reynolds,Paul Giamatti,Michael Peña,Luis Guzmán,Bill Hader,127000000.00,1.59,282600000.00,0.71
Tusk,2014-09-06,https://en.wikipedia.org/wiki/Tusk_(2014_film),Horror,,Kevin Smith,,Michael Parks,Justin Long,Haley Joel Osment,Génesis Rodríguez,Johnny Depp,3000000.00,-0.93,1900000.00,-0.82
Unbroken,2014-11-17,https://en.wikipedia.org/wiki/Unbroken_(film),Drama,,Angelina Jolie,,Jack O'Connell,Miyavi,Domhnall Gleeson,Garrett Hedlund,Jai Courtney,65000000.00,0.33,163400000.00,0.06
Unfinished Business,2015-03-06,https://en.wikipedia.org/wiki/Unfinished_Business_(2015_film),Comedy,,Ken Scott,,Vince Vaughn,Tom Wilkinson,Dave Franco,Sienna Miller,Nick Frost,35000000.00,-0.28,14400000.00,-0.75
Unfriended,2014-07-20,https://en.wikipedia.org/wiki/Unfriended,Horror,,Levan Gabriadze,,Shelley Hennig,Renee Olstead,Jacob Wysocki,Will Peltz,,1000000.00,-0.97,64100000.00,-0.48
Vacation,2015-07-29,https://en.wikipedia.org/wiki/Vacation_(2015_film),Adventure,Comedy,John Francis Daley,Jonathan Goldstein,Ed Helms,Christina Applegate,Leslie Mann,Chris Hemsworth,Charlie Day,31000000.00,-0.36,104900000.00,-0.26
Vampire Academy,2014-02-07,https://en.wikipedia.org/wiki/Vampire_Academy_(film),Action,Romance,Mark Waters,,Zoey Deutch,Lucy Fry,Danila Kozlovsky,,,30000000.00,-0.38,15400000.00,-0.75
Veronica Mars,2014-03-14,https://en.wikipedia.org/wiki/Veronica_Mars_(film),Mystery,Drama,Rob Thomas,,Kristen Bell,Jason Dohring,Krysten Ritter,Ryan Hansen,Francis Capra,6000000.00,-0.87,3500000.00,-0.81
Victor Frankenstein,2015-11-25,https://en.wikipedia.org/wiki/Victor_Frankenstein_(film),Horror,,Paul McGuigan,,Daniel Radcliffe,James McAvoy,Jessica Brown Findlay,Andrew Scott,,40000000.00,-0.18,34200000.00,-0.64
Wanderlust,2012-02-24,https://en.wikipedia.org/wiki/Wanderlust_(2012_film),Comedy,,David Wain,,Paul Rudd,Jennifer Aniston,Malin Akerman,Justin Theroux,Ken Marino,35000000.00,-0.28,24200000.00,-0.70
War Dogs,2016-08-19,https://en.wikipedia.org/wiki/War_Dogs_(2016_film),Crime,Comedy,Todd Phillips,,Jonah Hill,Miles Teller,Ana de Armas,J. B. Blanc,,40000000.00,-0.18,42700000.00,-0.60
War Room,2015-08-28,https://en.wikipedia.org/wiki/War_Room_(film),Drama,,Alex Kendrick,,Alex Kendrick,Priscilla Shirer,T.C. Stallings,Beth Moore,Karen Abercrombie,3000000.00,-0.93,73700000.00,-0.43
Warcraft,2016-06-10,https://en.wikipedia.org/wiki/Warcraft_(film),Action,Fantasy,Duncan Jones,,Ben Foster,Travis Fimmel,Paula Patton,Toby Kebbell,Dominic Cooper,160000000.00,2.26,433500000.00,1.54
Warm Bodies,2013-02-01,https://en.wikipedia.org/wiki/Warm_Bodies_(film),Comedy,Horror,Jonathan Levine,,Nicholas Hoult,Teresa Palmer,Rob Corddry,John Malkovich,Analeigh Tipton,35000000.00,-0.28,117000000.00,-0.19
What Maisie Knew,2013-05-03,https://en.wikipedia.org/wiki/What_Maisie_Knew_(film),Drama,,Scott McGehee,David Siegel,Julianne Moore,Steve Coogan,Alexander Skarsgård,Joanna Vanderham,Onata Aprile,5000000.00,-0.89,2700000.00,-0.81
What to Expect When You're Expecting,2012-05-18,https://en.wikipedia.org/wiki/What_to_Expect_When_You%2527re_Expecting_(film),Comedy,,Kirk Jones,,Cameron Diaz,Jennifer Lopez,Brooklyn Decker,Elizabeth Banks,Anna Kendrick,40000000.00,-0.18,84400000.00,-0.37
When the Game Stands Tall,2014-08-04,https://en.wikipedia.org/wiki/When_the_Game_Stands_Tall,Religious,Drama,Thomas Carter,,Jim Caviezel,Laura Dern,Michael Chiklis,Alexander Ludwig,,15000000.00,-0.69,30100000.00,-0.67
Whiplash,2014-01-16,https://en.wikipedia.org/wiki/Whiplash_(2014_film),Drama,,Damien Chazelle,,J. K. Simmons,Miles Teller,Paul Reiser,Melissa Benoist,,3300000.00,-0.93,49000000.00,-0.56
Whiskey Tango Foxtrot,2016-03-04,https://en.wikipedia.org/wiki/Whiskey_Tango_Foxtrot_(film),Drama,Comedy,Glenn Ficarra,John Requa,Tina Fey,Margot Robbie,Martin Freeman,Billy Bob Thornton,Alfred Molina,35000000.00,-0.28,24900000.00,-0.69
White House Down,2013-06-28,https://en.wikipedia.org/wiki/White_House_Down,Action,,Roland Emmerich,,Channing Tatum,Jamie Foxx,Maggie Gyllenhaal,James Woods,Richard Jenkins,150000000.00,2.06,205000000.00,0.29
Wild,2014-08-29,https://en.wikipedia.org/wiki/Wild_(2014_film),Drama,,Jean-Marc Vallée,,Reese Witherspoon,Gaby Hoffmann,Michiel Huisman,Charles Baker,,15000000.00,-0.69,52500000.00,-0.54
Winter's Tale,2014-02-13,https://en.wikipedia.org/wiki/Winter%2527s_Tale_(film),Drama,Fantasy,Akiva Goldsman,,Colin Farrell,Russell Crowe,Jessica Brown Findlay,Jennifer Connelly,Will Smith,60000000.00,0.23,31100000.00,-0.66
Wish I Was Here,2014-01-18,https://en.wikipedia.org/wiki/Wish_I_Was_Here,Drama,Comedy,Zach Braff,,Zach Braff,Kate Hudson,Jim Parsons,Mandy Patinkin,Ashley Greene,6000000.00,-0.87,5500000.00,-0.80
Woman in Gold,2015-04-01,https://en.wikipedia.org/wiki/Woman_in_Gold_(film),Drama,,Simon Curtis,,Helen Mirren,Ryan Reynolds,Daniel Brühl,Katie Holmes,Tatiana Maslany,11000000.00,-0.77,61600000.00,-0.49
Won't Back Down,2012-09-28,https://en.wikipedia.org/wiki/Won%2527t_Back_Down_(film),Drama,,Daniel Barnz,,Viola Davis,Maggie Gyllenhaal,Holly Hunter,Ving Rhames,Rosie Perez,19000000.00,-0.61,5400000.00,-0.80
Woodlawn,2015-10-16,https://en.wikipedia.org/wiki/Woodlawn_(film),Drama,,The Erwin Brothers,,Sean Astin,Nic Bishop,Caleb Castille,Sherri Shepherd,Jon Voight,13000000.00,-0.73,14400000.00,-0.75
World War Z,2013-06-21,https://en.wikipedia.org/wiki/World_War_Z_(film),Action,Horror,Marc Forster,,Brad Pitt,Mireille Enos,James Badge Dale,Daniella Kertesz,Matthew Fox,190000000.00,2.87,540000000.00,2.12
Wrath of the Titans,2012-03-30,https://en.wikipedia.org/wiki/Wrath_of_the_Titans,Action,Adventure,Jonathan Liebesman,,Sam Worthington,Liam Neeson,Ralph Fiennes,Edgar Ramirez,Rosamund Pike,150000000.00,2.06,305300000.00,0.84
X-Men: Apocalypse,2016-05-09,https://en.wikipedia.org/wiki/X-Men:_Apocalypse,Action,,Bryan Singer,,James McAvoy,Michael Fassbender,Jennifer Lawrence,Oscar Isaac,Nicholas Hoult,178000000.00,2.62,544600000.00,2.14
X-Men: Days of Future Past,2014-05-10,https://en.wikipedia.org/wiki/X-Men:_Days_of_Future_Past,Action,Adventure,Bryan Singer,,Hugh Jackman,James McAvoy,Michael Fassbender,Halle Berry,Jennifer Lawrence,200000000.00,3.07,747900000.00,3.25
You're Next,2013-08-23,https://en.wikipedia.org/wiki/You%2527re_Next,Horror,,Adam Wingard,,Sharni Vinson,Joe Swanberg,AJ Bowen,Nicholas Tucci,Barbara Crampton,1000000.00,-0.97,26800000.00,-0.68
